"Date","Overnight","1 Week","1 Month","3 Month","6 Month","1 Year"
"27 Mar 2021","1.69","1.77","1.82","-","-","-"
"28 Mar 2021","1.69","1.77","1.82","-","-","-"
"29 Mar 2021","1.75","1.77","1.82","-","-","-"
"30 Mar 2021","1.70","1.77","1.82","-","-","-"
"31 Mar 2021","1.71","1.77","1.82","-","-","-"
"01 Apr 2021","1.69","1.77","1.82","-","-","-"
"02 Apr 2021","1.69","1.77","1.82","-","-","-"
"03 Apr 2021","1.69","1.77","1.82","-","-","-"
"04 Apr 2021","1.69","1.77","1.82","-","-","-"
"05 Apr 2021","1.75","1.77","1.82","-","-","-"
"06 Apr 2021","1.69","1.77","1.82","-","-","-"
"07 Apr 2021","1.68","1.77","1.82","-","-","-"
"08 Apr 2021","1.69","1.77","1.82","-","-","-"
"09 Apr 2021","1.70","1.77","1.82","-","-","-"
"10 Apr 2021","1.70","1.77","1.82","-","-","-"
"11 Apr 2021","1.70","1.77","1.82","-","-","-"
"12 Apr 2021","1.71","1.77","1.82","-","-","-"
"13 Apr 2021","1.75","1.77","-","-","-","-"
"14 Apr 2021","1.75","1.77","-","-","-","-"
"15 Apr 2021","1.75","1.77","1.82","-","-","-"
"16 Apr 2021","1.75","1.77","1.82","-","-","-"
"17 Apr 2021","1.75","1.77","1.82","-","-","-"
"18 Apr 2021","1.75","1.77","1.82","-","-","-"
"19 Apr 2021","1.72","1.77","-","-","-","-"
"20 Apr 2021","1.72","1.77","1.82","-","-","-"
"21 Apr 2021","1.72","1.77","1.82","-","-","-"
"22 Apr 2021","1.71","1.77","1.82","-","-","-"
"23 Apr 2021","1.70","1.77","1.82","-","-","-"
"24 Apr 2021","1.70","1.77","1.82","-","-","-"
"25 Apr 2021","1.70","1.77","1.82","-","-","-"
"26 Apr 2021","1.70","1.77","1.82","-","-","-"
"27 Apr 2021","1.75","1.77","1.82","-","-","-"
"28 Apr 2021","1.70","1.77","1.82","-","-","-"
"29 Apr 2021","1.70","1.77","1.82","-","-","-"
"30 Apr 2021","1.71","1.77","1.82","-","-","-"
"01 May 2021","1.71","1.77","1.82","-","-","-"
"02 May 2021","1.71","1.77","1.82","-","-","-"
"03 May 2021","1.75","1.77","1.82","-","-","-"
"04 May 2021","1.71","1.77","1.82","-","-","-"
"05 May 2021","1.75","1.77","1.82","-","-","-"
"06 May 2021","1.70","-","1.82","-","-","-"
"07 May 2021","1.75","-","1.82","-","-","-"
"08 May 2021","1.75","-","1.82","-","-","-"
"09 May 2021","1.75","-","1.82","-","-","-"
"10 May 2021","1.71","1.77","1.82","-","-","-"
"11 May 2021","1.75","1.77","1.82","-","-","-"
"12 May 2021","1.75","1.77","1.82","-","-","-"
"13 May 2021","1.75","1.77","1.82","-","-","-"
"14 May 2021","1.75","1.77","1.82","-","-","-"
"15 May 2021","1.75","1.77","1.82","-","-","-"
"16 May 2021","1.75","1.77","1.82","-","-","-"
"17 May 2021","1.75","1.77","1.82","-","-","-"
"18 May 2021","1.75","-","1.82","-","-","-"
"19 May 2021","1.70","1.77","1.82","-","-","-"
"20 May 2021","1.69","-","1.82","-","-","-"
"21 May 2021","1.75","1.77","1.82","-","-","-"
"22 May 2021","1.75","1.77","1.82","-","-","-"
"23 May 2021","1.75","1.77","1.82","-","-","-"
"24 May 2021","1.72","1.77","1.82","-","-","-"
"25 May 2021","1.71","1.77","-","-","-","-"
"26 May 2021","1.71","1.77","-","-","-","-"
"27 May 2021","1.70","1.77","1.82","-","-","-"
"28 May 2021","1.75","1.77","1.82","-","-","-"
"29 May 2021","1.75","1.77","1.82","-","-","-"
"30 May 2021","1.75","1.77","1.82","-","-","-"
"31 May 2021","1.75","1.77","1.82","-","-","-"
"01 Jun 2021","1.70","-","1.82","-","-","-"
"02 Jun 2021","1.75","1.77","1.82","-","-","-"
"03 Jun 2021","1.70","1.77","1.82","-","-","-"
"04 Jun 2021","1.70","1.77","1.82","-","-","-"
"05 Jun 2021","1.70","1.77","1.82","-","-","-"
"06 Jun 2021","1.70","1.77","1.82","-","-","-"
"07 Jun 2021","1.70","1.77","1.82","-","-","-"
"08 Jun 2021","1.70","1.77","-","-","-","-"
"09 Jun 2021","1.71","1.77","-","-","-","-"
"10 Jun 2021","1.71","1.77","1.82","-","-","-"
"11 Jun 2021","1.75","1.77","1.82","-","-","-"
"12 Jun 2021","1.75","1.77","1.82","-","-","-"
"13 Jun 2021","1.75","1.77","1.82","-","-","-"
"14 Jun 2021","1.75","1.77","1.82","-","-","-"
"15 Jun 2021","1.75","1.77","1.82","-","-","-"
"16 Jun 2021","1.75","1.77","1.82","-","-","-"
"17 Jun 2021","1.70","1.77","1.82","-","-","-"
"18 Jun 2021","1.75","1.77","1.82","-","-","-"
"19 Jun 2021","1.75","1.77","1.82","-","-","-"
"20 Jun 2021","1.75","1.77","1.82","-","-","-"
"21 Jun 2021","1.70","1.76","-","-","-","-"
"22 Jun 2021","1.69","1.77","1.82","-","-","-"
"23 Jun 2021","1.75","-","-","-","-","-"
"24 Jun 2021","1.69","1.77","-","-","-","-"
"25 Jun 2021","1.70","1.77","1.82","-","-","-"
"26 Jun 2021","1.70","1.77","1.82","-","-","-"
"27 Jun 2021","1.70","1.77","1.82","-","-","-"
"28 Jun 2021","1.70","1.77","1.82","-","-","-"
"29 Jun 2021","1.75","1.77","1.82","-","-","-"
"30 Jun 2021","1.75","1.77","1.82","-","-","-"
"01 Jul 2021","1.75","1.77","1.82","-","-","-"
"02 Jul 2021","1.75","1.77","1.82","-","-","-"
"03 Jul 2021","1.75","1.77","1.82","-","-","-"
"04 Jul 2021","1.75","1.77","1.82","-","-","-"
"05 Jul 2021","1.74","1.77","-","-","-","-"
"06 Jul 2021","1.73","1.77","-","-","-","-"
"07 Jul 2021","1.75","1.77","-","-","-","-"
"08 Jul 2021","1.75","1.76","-","-","-","-"
"09 Jul 2021","1.71","1.77","1.82","-","-","-"
"10 Jul 2021","1.71","1.77","1.82","-","-","-"
"11 Jul 2021","1.71","1.77","1.82","-","-","-"
"12 Jul 2021","1.72","1.77","1.82","-","-","-"
"13 Jul 2021","1.75","-","1.82","-","-","-"
"14 Jul 2021","1.75","1.77","-","-","-","-"
"15 Jul 2021","1.75","1.77","1.82","-","-","-"
"16 Jul 2021","1.72","1.77","1.82","-","-","-"
"17 Jul 2021","1.72","1.77","1.82","-","-","-"
"18 Jul 2021","1.72","1.77","1.82","-","-","-"
"19 Jul 2021","1.75","1.76","1.82","-","-","-"
"20 Jul 2021","1.75","1.76","1.82","-","-","-"
"21 Jul 2021","1.75","-","1.82","-","-","-"
"22 Jul 2021","1.72","1.76","-","-","-","-"
"23 Jul 2021","1.75","-","-","-","-","-"
"24 Jul 2021","1.75","-","-","-","-","-"
"25 Jul 2021","1.75","-","-","-","-","-"
"26 Jul 2021","1.75","1.76","-","-","-","-"
"27 Jul 2021","1.73","1.77","1.82","-","-","-"
"28 Jul 2021","1.75","1.77","1.82","-","-","-"
"29 Jul 2021","1.74","-","1.81","-","-","-"
"30 Jul 2021","1.75","1.76","1.81","-","-","-"
"31 Jul 2021","1.75","1.76","1.81","-","-","-"
"02 Aug 2021","1.75","1.77","-","-","-","-"
"03 Aug 2021","1.75","-","1.81","-","-","-"
"04 Aug 2021","1.75","1.76","1.81","-","-","-"
"05 Aug 2021","1.75","1.76","1.81","-","-","-"
"06 Aug 2021","1.72","-","-","-","-","-"
"09 Aug 2021","1.72","1.76","1.81","-","-","-"
"11 Aug 2021","1.75","1.76","1.80","-","-","-"
"12 Aug 2021","1.75","1.77","1.83","-","-","-"
"13 Aug 2021","1.75","1.77","1.83","-","-","-"
"16 Aug 2021","1.75","1.77","1.83","-","-","-"
"17 Aug 2021","1.72","1.77","-","-","-","-"
"18 Aug 2021","1.75","1.77","-","-","-","-"
"19 Aug 2021","1.73","1.77","-","-","-","-"
"20 Aug 2021","1.75","-","1.83","-","-","-"
"23 Aug 2021","1.75","1.77","1.83","-","-","-"
"24 Aug 2021","1.74","-","1.83","-","-","-"
"25 Aug 2021","1.74","1.77","1.83","-","-","-"
"26 Aug 2021","1.75","1.77","1.83","-","-","-"
"27 Aug 2021","1.75","1.77","-","-","-","-"
"30 Aug 2021","1.75","1.77","1.83","-","-","-"
"01 Sep 2021","1.75","1.77","-","-","-","-"
"02 Sep 2021","1.75","1.77","-","-","-","-"
"03 Sep 2021","1.73","1.77","-","-","-","-"
"06 Sep 2021","1.75","1.77","1.83","-","-","-"
"07 Sep 2021","1.75","1.77","-","-","-","-"
"08 Sep 2021","1.75","1.77","-","-","-","-"
"09 Sep 2021","1.75","-","-","-","-","-"
"10 Sep 2021","1.75","1.77","1.83","-","-","-"
"13 Sep 2021","1.75","1.77","-","-","-","-"
"14 Sep 2021","1.75","1.77","-","-","-","-"
"15 Sep 2021","1.75","1.77","-","-","-","-"
"17 Sep 2021","1.75","1.77","-","-","-","-"
"20 Sep 2021","1.73","1.77","-","-","-","-"
"21 Sep 2021","1.72","1.77","1.83","-","-","-"
"22 Sep 2021","1.75","1.77","-","-","-","-"
"23 Sep 2021","1.75","1.77","1.83","-","-","-"
"24 Sep 2021","1.73","1.77","-","-","-","-"
"27 Sep 2021","1.74","1.77","1.83","-","-","-"
"28 Sep 2021","1.75","1.77","1.83","-","-","-"
"29 Sep 2021","1.74","1.77","1.83","-","-","-"
"30 Sep 2021","1.75","1.77","1.82","-","-","-"
"01 Oct 2021","1.75","1.77","1.83","-","-","-"
"04 Oct 2021","1.75","1.77","1.82","-","-","-"
"05 Oct 2021","1.73","1.77","1.83","-","-","-"
"06 Oct 2021","1.75","1.77","1.82","-","-","-"
"07 Oct 2021","1.73","1.77","-","-","-","-"
"08 Oct 2021","1.75","1.77","1.83","-","-","-"
"11 Oct 2021","1.75","1.77","1.83","-","-","-"
"12 Oct 2021","1.75","-","1.83","-","-","-"
"13 Oct 2021","1.75","1.77","1.83","-","-","-"
"14 Oct 2021","1.74","1.77","-","-","-","-"
"15 Oct 2021","1.75","1.77","1.83","-","-","-"
"18 Oct 2021","1.75","1.77","1.83","-","-","-"
"20 Oct 2021","1.73","1.77","-","-","-","-"
"21 Oct 2021","1.72","1.77","1.82","-","-","-"
"22 Oct 2021","1.75","1.77","1.83","-","-","-"
"25 Oct 2021","1.72","1.77","1.83","-","-","-"
"26 Oct 2021","1.72","1.77","1.83","-","-","-"
"27 Oct 2021","1.72","1.77","1.83","-","-","-"
"28 Oct 2021","1.75","1.77","1.83","-","-","-"
"29 Oct 2021","1.75","1.77","-","-","-","-"
"01 Nov 2021","1.75","1.77","1.83","-","-","-"
"02 Nov 2021","1.73","1.77","-","-","-","-"
"03 Nov 2021","1.75","1.77","-","-","-","-"
"05 Nov 2021","1.71","1.77","1.82","-","-","-"
"08 Nov 2021","1.75","1.77","1.82","-","-","-"
"09 Nov 2021","1.75","1.77","-","-","-","-"
"10 Nov 2021","1.75","1.77","-","-","-","-"
"11 Nov 2021","1.75","1.77","-","-","-","-"
"12 Nov 2021","1.75","1.77","1.83","-","-","-"
"15 Nov 2021","1.75","1.77","-","-","-","-"
"16 Nov 2021","1.75","1.77","-","-","-","-"
"17 Nov 2021","1.72","1.77","-","-","-","-"
"18 Nov 2021","1.75","1.77","-","-","-","-"
"19 Nov 2021","1.75","1.77","1.83","-","-","-"
"22 Nov 2021","1.75","1.77","1.82","-","-","-"
"23 Nov 2021","1.72","1.77","-","-","-","-"
"24 Nov 2021","1.72","1.77","1.82","-","-","-"
"25 Nov 2021","1.75","1.77","1.83","-","-","-"
"26 Nov 2021","1.75","1.77","1.83","-","-","-"
"29 Nov 2021","1.72","-","1.83","-","-","-"
"30 Nov 2021","1.72","1.77","1.83","-","-","-"
"01 Dec 2021","1.75","1.77","1.82","-","-","-"
"02 Dec 2021","1.74","1.77","1.83","-","-","-"
"03 Dec 2021","1.72","1.77","1.83","-","-","-"
"06 Dec 2021","1.75","1.77","1.82","-","-","-"
"07 Dec 2021","1.75","1.77","1.83","-","-","-"
"08 Dec 2021","1.73","1.77","1.83","-","-","-"
"09 Dec 2021","1.75","1.77","-","-","-","-"
"10 Dec 2021","1.72","1.77","-","-","-","-"
"13 Dec 2021","1.75","-","1.83","-","-","-"
"14 Dec 2021","1.72","1.77","-","-","-","-"
"15 Dec 2021","1.75","1.77","1.83","-","-","-"
"16 Dec 2021","1.75","1.77","-","-","-","-"
"17 Dec 2021","1.75","1.77","1.83","-","-","-"
"20 Dec 2021","1.75","1.77","1.83","-","-","-"
"21 Dec 2021","1.72","1.77","1.83","-","-","-"
"22 Dec 2021","1.75","1.77","1.83","-","-","-"
"23 Dec 2021","1.72","1.77","1.83","-","-","-"
"24 Dec 2021","1.75","1.77","1.83","-","-","-"
"27 Dec 2021","1.72","1.77","1.83","-","-","-"
"28 Dec 2021","1.73","1.77","1.83","-","-","-"
"29 Dec 2021","1.75","1.77","1.83","-","-","-"
"30 Dec 2021","1.75","1.77","1.83","-","-","-"
"31 Dec 2021","1.75","1.77","1.83","-","-","-"
"03 Jan 2022","1.75","1.77","1.83","-","-","-"
"04 Jan 2022","1.73","1.77","1.83","-","-","-"
"05 Jan 2022","1.75","1.77","1.83","-","-","-"
"06 Jan 2022","1.75","1.77","1.83","-","-","-"
"07 Jan 2022","1.75","1.77","1.83","-","-","-"
"10 Jan 2022","1.75","1.77","1.83","-","-","-"
"11 Jan 2022","1.75","1.77","1.83","-","-","-"
"12 Jan 2022","1.75","1.77","1.83","-","-","-"
"13 Jan 2022","1.75","1.77","1.83","-","-","-"
"14 Jan 2022","1.75","1.77","-","-","-","-"
"17 Jan 2022","1.75","1.77","-","-","-","-"
"19 Jan 2022","1.75","1.77","1.83","-","-","-"
"20 Jan 2022","1.75","1.77","1.82","-","-","-"
"21 Jan 2022","1.72","1.77","1.83","-","-","-"
"24 Jan 2022","1.75","1.77","-","-","-","-"
"25 Jan 2022","1.75","-","1.83","-","-","-"
"26 Jan 2022","1.75","-","1.83","-","-","-"
"27 Jan 2022","1.73","1.77","-","-","-","-"
"28 Jan 2022","1.75","1.77","1.83","-","-","-"
"31 Jan 2022","1.75","1.77","1.82","-","-","-"
"03 Feb 2022","1.75","1.77","-","-","-","-"
"04 Feb 2022","1.75","1.77","-","-","-","-"
"07 Feb 2022","1.75","1.77","-","-","-","-"
"08 Feb 2022","1.75","1.77","-","-","-","-"
"09 Feb 2022","1.75","1.77","-","-","-","-"
"10 Feb 2022","1.73","1.77","1.83","-","-","-"
"11 Feb 2022","1.74","1.77","1.83","-","-","-"
"14 Feb 2022","1.75","-","-","-","-","-"
"15 Feb 2022","1.73","1.77","1.83","-","-","-"
"16 Feb 2022","1.75","1.77","-","-","-","-"
"17 Feb 2022","1.75","1.77","1.83","-","-","-"
"18 Feb 2022","1.75","-","1.83","-","-","-"
"21 Feb 2022","1.73","1.77","1.83","-","-","-"
"22 Feb 2022","1.74","1.77","-","-","-","-"
"23 Feb 2022","1.75","1.77","1.83","-","-","-"
"24 Feb 2022","1.75","1.77","1.82","-","-","-"
"25 Feb 2022","1.72","1.77","-","-","-","-"
"28 Feb 2022","1.75","1.77","1.82","-","-","-"
"01 Mar 2022","1.75","1.77","-","-","-","-"
"02 Mar 2022","1.75","1.77","-","-","-","-"
"03 Mar 2022","1.75","1.77","1.82","-","-","-"
"04 Mar 2022","1.72","1.77","1.82","-","-","-"
"07 Mar 2022","1.75","1.77","-","-","-","-"
"08 Mar 2022","1.74","1.77","1.82","-","-","-"
"09 Mar 2022","1.71","1.77","1.82","-","-","-"
"10 Mar 2022","1.71","1.77","-","-","-","-"
"11 Mar 2022","1.75","1.77","1.82","-","-","-"
"14 Mar 2022","1.75","1.77","1.82","-","-","-"
"15 Mar 2022","1.75","1.77","-","-","-","-"
"16 Mar 2022","1.75","1.77","-","-","-","-"
"17 Mar 2022","1.75","1.77","-","-","-","-"
"18 Mar 2022","1.75","1.77","-","-","-","-"
"21 Mar 2022","1.73","1.77","1.82","-","-","-"
"22 Mar 2022","1.75","1.77","-","-","-","-"
"23 Mar 2022","1.73","1.77","-","-","-","-"
"24 Mar 2022","1.75","1.77","-","-","-","-"
"25 Mar 2022","1.75","1.77","1.82","-","-","-"
"28 Mar 2022","1.75","1.77","-","-","-","-"
"29 Mar 2022","1.75","1.77","1.82","-","-","-"
"30 Mar 2022","1.74","1.77","1.82","-","-","-"
"31 Mar 2022","1.75","1.77","1.82","-","-","-"
"01 Apr 2022","1.75","-","1.82","-","-","-"
"04 Apr 2022","1.75","1.77","1.82","-","-","-"
"05 Apr 2022","1.75","1.77","1.82","-","-","-"
"06 Apr 2022","1.75","1.77","-","-","-","-"
"07 Apr 2022","1.75","-","1.82","-","-","-"
"08 Apr 2022","1.75","1.77","1.82","-","-","-"
"11 Apr 2022","1.75","1.77","1.82","-","-","-"
"12 Apr 2022","1.72","1.77","1.82","-","-","-"
"13 Apr 2022","1.75","1.77","-","-","-","-"
"14 Apr 2022","1.72","1.77","1.82","-","-","-"
"15 Apr 2022","1.75","1.76","1.82","-","-","-"
"18 Apr 2022","1.73","1.77","1.82","-","-","-"
"20 Apr 2022","1.72","1.77","1.82","-","-","-"
"21 Apr 2022","1.75","1.77","-","-","-","-"
"22 Apr 2022","1.75","1.77","1.83","-","-","-"
"25 Apr 2022","1.75","-","1.83","-","-","-"
"26 Apr 2022","1.75","1.77","1.83","-","-","-"
"27 Apr 2022","1.75","1.77","1.83","-","-","-"
"28 Apr 2022","1.75","1.77","1.82","-","-","-"
"29 Apr 2022","1.75","1.77","1.82","-","-","-"
"05 May 2022","1.75","1.77","1.82","-","-","-"
"06 May 2022","1.75","1.77","-","-","-","-"
"09 May 2022","1.75","1.77","1.83","-","-","-"
"10 May 2022","1.75","1.77","1.83","-","-","-"
"11 May 2022","1.97","1.77","1.83","-","-","-"
"12 May 2022","2.00","2.02","2.07","-","-","-"
"13 May 2022","2.00","2.02","2.07","-","-","-"
"17 May 2022","1.97","2.02","2.07","2.17","-","-"
"18 May 2022","2.00","-","-","-","-","-"
"19 May 2022","2.00","2.02","-","2.16","-","-"
"20 May 2022","1.97","2.02","2.07","-","-","-"
"23 May 2022","1.97","2.02","2.07","-","-","-"
"24 May 2022","1.98","-","2.08","-","-","-"
"25 May 2022","1.96","2.02","2.08","-","-","-"
"26 May 2022","2.00","2.02","-","-","-","-"
"27 May 2022","1.98","2.02","2.08","-","-","-"
"30 May 2022","2.00","2.02","2.08","-","-","-"
"31 May 2022","2.00","-","2.08","-","-","-"
"01 Jun 2022","2.00","2.02","-","-","-","-"
"02 Jun 2022","2.00","2.02","2.07","-","-","-"
"03 Jun 2022","2.00","2.02","2.07","-","-","-"
"07 Jun 2022","1.96","2.02","-","-","-","-"
"08 Jun 2022","2.00","2.02","2.08","-","-","-"
"09 Jun 2022","2.00","2.02","2.08","-","-","-"
"10 Jun 2022","2.00","2.02","-","-","-","-"
"13 Jun 2022","2.00","2.02","2.08","-","-","-"
"14 Jun 2022","1.96","2.02","2.08","-","-","-"
"15 Jun 2022","1.97","-","-","-","-","-"
"16 Jun 2022","2.00","2.02","2.08","-","-","-"
"17 Jun 2022","1.97","2.02","2.08","-","-","-"
"20 Jun 2022","1.96","2.02","2.07","-","-","-"
"21 Jun 2022","2.00","2.02","-","-","-","-"
"22 Jun 2022","2.00","2.02","-","-","-","-"
"23 Jun 2022","2.00","2.02","2.08","-","-","-"
"24 Jun 2022","1.99","2.02","2.08","-","-","-"
"27 Jun 2022","1.99","2.02","-","-","-","-"
"28 Jun 2022","2.00","2.02","-","-","-","-"
"29 Jun 2022","2.00","2.02","-","-","-","-"
"30 Jun 2022","1.96","2.01","-","-","-","-"
"01 Jul 2022","2.00","2.00","-","-","-","-"
"04 Jul 2022","1.96","2.02","-","-","-","-"
"05 Jul 2022","1.97","2.02","-","-","-","-"
"06 Jul 2022","2.21","2.02","-","-","-","-"
"07 Jul 2022","2.25","2.27","2.33","-","-","-"
"08 Jul 2022","2.25","2.27","2.33","-","-","-"
"12 Jul 2022","2.23","2.27","2.33","-","-","-"
"13 Jul 2022","2.25","2.27","2.33","-","-","-"
"14 Jul 2022","2.25","2.27","2.33","-","-","-"
"15 Jul 2022","2.21","2.27","-","-","-","-"
"18 Jul 2022","2.21","2.27","-","-","-","-"
"19 Jul 2022","2.22","2.27","-","-","-","-"
"20 Jul 2022","2.22","2.27","2.33","-","-","-"
"21 Jul 2022","2.21","2.27","2.33","-","-","-"
"22 Jul 2022","2.25","2.27","2.33","-","-","-"
"25 Jul 2022","2.22","2.27","2.33","-","-","-"
"26 Jul 2022","2.25","2.27","2.33","-","-","-"
"27 Jul 2022","2.25","2.27","2.33","-","-","-"
"28 Jul 2022","2.21","2.27","2.33","-","-","-"
"29 Jul 2022","2.25","2.27","2.33","-","-","-"
"01 Aug 2022","2.25","-","2.33","-","-","-"
"02 Aug 2022","2.25","2.27","2.33","-","-","-"
"03 Aug 2022","2.25","2.27","2.33","-","-","-"
"04 Aug 2022","2.25","2.27","2.33","-","-","-"
"05 Aug 2022","2.21","2.27","-","-","-","-"
"08 Aug 2022","2.25","-","2.20","-","-","-"
"09 Aug 2022","2.21","2.27","-","-","-","-"
"10 Aug 2022","2.21","2.27","-","-","-","-"
"11 Aug 2022","2.21","2.27","-","-","-","-"
"12 Aug 2022","2.20","2.27","-","-","-","-"
"15 Aug 2022","2.20","2.27","2.33","-","-","-"
"16 Aug 2022","2.21","2.27","2.33","-","-","-"
"17 Aug 2022","2.25","2.27","-","-","-","-"
"18 Aug 2022","2.22","2.27","-","-","-","-"
"19 Aug 2022","2.22","2.27","-","-","-","-"
"22 Aug 2022","2.25","2.27","2.32","-","-","-"
"23 Aug 2022","2.22","2.27","-","-","-","-"
"24 Aug 2022","2.25","2.27","-","-","-","-"
"25 Aug 2022","2.25","2.27","-","-","-","-"
"26 Aug 2022","2.25","2.27","-","-","-","-"
"29 Aug 2022","2.25","2.27","-","-","-","-"
"30 Aug 2022","2.25","2.27","-","-","-","-"
"01 Sep 2022","2.25","2.27","-","-","-","-"
"02 Sep 2022","2.25","2.27","-","-","-","-"
"05 Sep 2022","2.25","2.27","-","-","-","-"
"06 Sep 2022","2.25","2.27","-","-","-","-"
"07 Sep 2022","2.21","2.27","-","-","-","-"
"08 Sep 2022","2.45","2.27","-","-","-","-"
"09 Sep 2022","2.50","-","2.57","-","-","-"
"12 Sep 2022","2.50","2.52","2.57","-","-","-"
"13 Sep 2022","2.50","2.52","2.58","-","-","-"
"14 Sep 2022","2.46","2.52","2.57","-","-","-"
"15 Sep 2022","2.50","2.52","2.58","-","-","-"
"19 Sep 2022","2.45","2.52","2.58","-","-","-"
"20 Sep 2022","2.50","2.52","-","-","-","-"
"21 Sep 2022","2.46","2.52","-","-","-","-"
"22 Sep 2022","2.47","2.52","-","-","-","-"
"23 Sep 2022","2.50","2.52","-","-","-","-"
"26 Sep 2022","2.47","2.52","-","-","-","-"
"27 Sep 2022","2.50","2.52","2.58","-","-","-"
"28 Sep 2022","2.46","2.52","-","-","-","-"
"29 Sep 2022","2.50","2.52","-","-","-","-"
"30 Sep 2022","2.50","2.52","2.58","-","-","-"
"03 Oct 2022","2.50","2.52","2.58","-","-","-"
"04 Oct 2022","2.50","2.52","-","-","-","-"
"05 Oct 2022","2.47","2.52","-","-","-","-"
"06 Oct 2022","2.50","2.52","2.58","-","-","-"
"07 Oct 2022","2.48","2.52","-","-","-","-"
"11 Oct 2022","2.47","2.52","2.58","-","-","-"
"12 Oct 2022","2.50","2.52","2.58","-","-","-"
"13 Oct 2022","2.48","2.52","2.58","-","-","-"
"14 Oct 2022","2.50","2.52","2.58","-","-","-"
"17 Oct 2022","2.50","2.52","-","-","-","-"
"18 Oct 2022","2.47","2.52","-","-","-","-"
"19 Oct 2022","2.50","2.52","-","-","-","-"
"20 Oct 2022","2.50","2.52","-","-","-","-"
"21 Oct 2022","2.50","2.52","-","-","-","-"
"25 Oct 2022","2.48","2.52","-","-","-","-"
"26 Oct 2022","2.50","2.52","-","-","-","-"
"27 Oct 2022","2.50","2.52","-","-","-","-"
"28 Oct 2022","2.47","2.52","-","-","-","-"
"31 Oct 2022","2.50","2.52","-","-","-","-"
"01 Nov 2022","2.47","2.52","-","-","-","-"
"02 Nov 2022","2.47","-","-","-","-","-"
"03 Nov 2022","2.71","-","-","-","-","-"
"04 Nov 2022","2.72","2.77","2.82","-","-","-"
"07 Nov 2022","2.73","2.77","2.82","-","-","-"
"08 Nov 2022","2.73","2.77","-","-","-","-"
"09 Nov 2022","2.73","2.77","-","-","-","-"
"10 Nov 2022","2.75","2.77","-","-","-","-"
"11 Nov 2022","2.75","2.77","-","-","-","-"
"14 Nov 2022","2.72","2.77","-","-","-","-"
"15 Nov 2022","2.73","2.77","-","-","-","-"
"16 Nov 2022","2.73","2.77","-","-","-","-"
"17 Nov 2022","2.75","2.77","-","-","-","-"
"21 Nov 2022","2.75","2.77","2.83","-","-","-"
"22 Nov 2022","2.75","2.77","-","-","-","-"
"23 Nov 2022","2.75","2.77","-","-","-","-"
"24 Nov 2022","2.73","2.77","-","-","-","-"
"25 Nov 2022","2.73","2.77","-","-","-","-"
"29 Nov 2022","2.73","2.77","2.83","-","-","-"
"30 Nov 2022","2.75","2.77","2.83","-","-","-"
"01 Dec 2022","2.75","2.77","-","-","-","-"
"02 Dec 2022","2.75","2.77","-","-","-","-"
"05 Dec 2022","2.75","2.77","-","-","-","-"
"06 Dec 2022","2.73","2.77","-","-","-","-"
"07 Dec 2022","2.75","2.77","-","-","-","-"
"08 Dec 2022","2.75","2.77","-","-","-","-"
"09 Dec 2022","2.75","2.77","-","-","-","-"
"12 Dec 2022","2.72","2.77","-","-","-","-"
"13 Dec 2022","2.75","2.77","-","-","-","-"
"14 Dec 2022","2.75","2.77","-","-","-","-"
"15 Dec 2022","2.73","2.77","-","-","-","-"
"16 Dec 2022","2.73","2.77","-","-","-","-"
"19 Dec 2022","2.75","2.77","-","-","-","-"
"20 Dec 2022","2.73","2.77","-","-","-","-"
"21 Dec 2022","2.75","2.77","-","-","-","-"
"22 Dec 2022","2.73","2.77","-","-","-","-"
"23 Dec 2022","2.74","2.77","-","-","-","-"
"27 Dec 2022","2.75","2.77","-","-","-","-"
"28 Dec 2022","2.75","2.77","-","-","-","-"
"29 Dec 2022","2.75","2.77","-","-","-","-"
"30 Dec 2022","2.72","2.77","-","-","-","-"
"03 Jan 2023","2.75","2.77","-","-","-","-"
"04 Jan 2023","2.72","2.77","-","-","-","-"
"05 Jan 2023","2.75","2.77","-","-","-","-"
"06 Jan 2023","2.71","2.77","-","-","-","-"
"09 Jan 2023","2.72","2.77","-","-","-","-"
"10 Jan 2023","2.75","2.77","-","-","-","-"
"11 Jan 2023","2.75","2.77","-","-","-","-"
"12 Jan 2023","2.75","2.77","-","-","-","-"
"13 Jan 2023","2.75","2.77","-","-","-","-"
"16 Jan 2023","2.73","2.77","-","-","-","-"
"17 Jan 2023","2.73","2.77","-","-","-","-"
"18 Jan 2023","2.73","2.77","-","-","-","-"
"19 Jan 2023","2.73","2.77","-","-","-","-"
"20 Jan 2023","2.75","2.77","2.82","-","-","-"
"25 Jan 2023","2.73","2.77","-","-","-","-"
"26 Jan 2023","2.75","-","-","-","-","-"
"27 Jan 2023","2.73","2.77","2.82","-","-","-"
"30 Jan 2023","2.73","2.77","2.82","-","-","-"
"31 Jan 2023","2.75","2.77","2.82","-","-","-"
"02 Feb 2023","2.75","2.77","2.82","-","-","-"
"03 Feb 2023","2.75","2.77","2.82","-","-","-"
"07 Feb 2023","2.75","2.77","2.82","-","-","-"
"08 Feb 2023","2.75","2.77","-","-","-","-"
"09 Feb 2023","2.75","2.77","-","-","-","-"
"10 Feb 2023","2.73","2.77","-","-","-","-"
"13 Feb 2023","2.75","2.77","2.82","-","-","-"
